D,alpha,dt,noise_type,mean_cp,std_cp,h1_n,h1_ov_mean,h1_p_halfnorm,h2_n,h2_mean,h2_median,h2_cv,h2_skewness,h2_gamma_shape,h2_p_gamma,h2_p_beta,h3_disp_index,h3_disp_p,h4_n,h4_mean,h4_gamma_shape,h4_p_expon,h4_p_beta,h4_p_gamma
1.8,1.3416,2.4,white,932.1666666666666,26.924689206913587,27965,0.6742638636948879,0.0,27935,10.71612672274924,4.0,1.4551899274830093,2.802310621359259,0.7788047247899791,0.0,0.0,0.8045093312453375,0.47761469030537984,24128,11.252445291777189,0.6971762574334421,0.0,0.0,0.0
1.8,1.3416,2.6,white,1058.4,27.98166066074945,31752,0.6797595607133602,0.0,31722,9.437897988777504,3.0,1.439335301577821,2.917537560438383,0.8134183059121588,0.0,0.0,0.7652800583835067,0.3757879591991067,26720,10.019947604790419,0.731682878831691,0.0,0.0,0.0
1.8,1.3416,2.8,white,1221.1333333333334,42.23484606604152,36634,0.6891406952579293,0.0,36604,8.181127745601573,3.0,1.4049750851301843,2.8440964335779335,0.8614461154966236,0.0,2.3117254066282918e-265,1.5111306060132572,0.07629166829272505,30135,8.724805043968807,0.7712775128871788,0.0,0.0,0.0
1.8,1.3416,3.0,white,1404.8,36.518853578208976,42144,0.6971000718462911,0.0,42114,7.113548938595241,3.0,1.375349684432705,2.9601810708821783,0.9172537621521667,0.0,0.0,0.9820713219699945,0.9847406352838541,33747,7.631196847127152,0.8198247782847533,0.0,0.0,0.0
1.9,1.3784,0.2,white,1239.8666666666666,27.101947449501775,37196,0.6540950979363443,0.0,37166,8.060001076252489,6.0,0.8845361309842017,2.219483928708049,1.6029025175440959,0.0,0.0,0.6128430569100869,0.10244397389815257,34660,7.577178303519908,1.4178201974793652,0.0,0.0,0.0
1.9,1.3784,0.4,white,1178.2333333333333,21.358344713223655,35347,0.6552952564812172,0.0,35317,8.484412605827222,6.0,0.9782236355989186,2.6985892926904373,1.45588537283878,0.0,0.0,0.400522699580416,0.0033709413617654532,32937,8.029996660290859,1.2829651273246203,1.6033129928589913e-222,0.0,0.0
1.9,1.3784,0.6,white,1083.2666666666667,19.830840179433203,32498,0.6573922032963707,0.0,32468,9.228286312677097,6.0,1.09107124651444,2.8622670700052035,1.2761760303866763,0.0,0.0,0.37555202336058885,0.0018410354338557653,30270,8.830591344565576,1.1228119524517122,8.048871331322857e-300,0.0,0.0
1.9,1.3784,0.8,white,987.4333333333333,23.32478414810211,29623,0.6586450081427903,0.0,29593,10.124455107626803,6.0,1.2030419630516038,2.9301017792866424,1.1077226843075345,0.0,0.0,0.5699683493836918,0.06200206504691003,27454,9.839804764333067,0.9808485307376538,0.0,0.0,0.0
1.9,1.3784,1.0,white,895.5333333333333,31.483046584189122,26866,0.6546855289223507,0.0,26836,11.160008943210613,5.0,1.2951861668745008,2.880306918174911,0.9730917921613054,0.0,0.0,1.1449723660465607,0.5391588774994411,24759,11.017569368714407,0.8665782247297048,0.0,0.0,0.0
1.9,1.3784,1.2,white,821.0,29.23354237857602,24630,0.6559265660442186,0.0,24600,12.168658536585365,5.0,1.3652787873082817,2.8375002379883085,0.8784041370617773,0.0,0.0,1.0768196900331808,0.7095326795107333,22496,12.218616642958748,0.791604427849399,0.0,0.0,0.0
1.9,1.3784,1.4,white,778.1,27.235210053654196,23343,0.659795471732648,0.0,23313,12.835413717668255,5.0,1.4100208261469305,2.761412864812553,0.8123374360916928,0.0,0.0,0.9861643526007207,0.9721999972950774,21178,13.033903106997828,0.731977902857428,0.0,0.0,0.0
1.9,1.3784,1.6,white,764.7666666666667,29.079985480662735,22943,0.6555631070357165,0.0,22913,13.062846419063414,5.0,1.4344996964378915,2.7524096231492448,0.7785751435573617,0.0,0.0,1.1438858219846186,0.5416570176963098,20637,13.398362165043368,0.7038435357490777,0.0,0.0,0.0
1.9,1.3784,1.8,white,783.5333333333333,25.420114520242077,23506,0.6640345162298397,0.0,23476,12.74829613222014,4.0,1.4522966480828594,2.76101844986356,0.7618791762176794,0.0,0.0,0.8531409442050011,0.6167788143888754,20882,13.212479647543338,0.6901472705515227,0.0,0.0,0.0
1.9,1.3784,2.0,white,831.8666666666667,25.67714072001701,24956,0.6679574021315408,0.0,24926,12.00766268153735,4.0,1.4697621797865261,2.8258843854569338,0.7621157207108662,0.0,0.0,0.8199037202027293,0.5203223849616151,21899,12.533403351751222,0.6895250268948915,0.0,0.0,0.0
1.9,1.3784,2.2,white,908.3666666666667,28.302512648565713,27251,0.673454008355462,0.0,27221,10.994452812167077,4.0,1.4664092324732476,2.916723554620769,0.7735561665335186,0.0,0.0,0.9122461814118811,0.7978480984497135,23482,11.589430201856741,0.6997035037759131,0.0,0.0,0.0
1.9,1.3784,2.4,white,1011.0666666666667,35.98882542617299,30332,0.6807691352916229,0.0,30302,9.880238928123557,3.0,1.4338372122020686,2.787739215271971,0.8076230506236568,0.0,0.0,1.3251920129873083,0.22611293085544304,25804,10.431212215160441,0.7275947104008222,0.0,0.0,0.0
1.9,1.3784,2.6,white,1154.1666666666667,33.920577170141954,34625,0.686718325458952,0.0,34595,8.652175169822229,3.0,1.422735148728337,2.941598499534664,0.8483081387615277,0.0,0.0,1.0312909249346445,0.8372709231706099,28845,9.179857860981105,0.7609426322346854,0.0,0.0,0.0
1.9,1.3784,2.8,white,1308.9333333333334,35.91929224741985,39268,0.6979306603446007,0.0,39238,7.632932361486314,3.0,1.3873714429351793,2.8849619539432028,0.8926600236194815,0.0,0.0,1.019673824084189,0.8713321737173676,31937,8.151266556032189,0.7997303369221131,0.0,0.0,0.0
1.9,1.3784,3.0,white,1501.9333333333334,36.21227538955387,45058,0.6978512934432145,0.0,45028,6.653993070978058,3.0,1.3603554053595872,2.939746907271886,0.9504778261617706,0.0,0.0,0.903200625706943,0.7696640714021149,35706,7.131910603259956,0.8476497805815966,0.0,0.0,0.0
2.0,1.4142,0.2,white,1289.7666666666667,24.63964736399899,38693,0.6606545498363718,0.0,38663,7.748777901352715,6.0,0.8794440096297459,2.1892977003121548,1.613000879474695,0.0,0.0,0.48694631569285013,0.018509678172608277,35856,7.283606648817492,1.4301156901704564,0.0,2.1162512087027002e-287,5.414325204846488e-289
2.0,1.4142,0.4,white,1232.9333333333334,23.944287186903036,36988,0.6605149950777341,0.0,36958,8.10852860003247,6.0,0.9653978833880729,2.5801522390728304,1.4710353442754587,0.0,0.0,0.48104697516063,0.016748542479730035,34236,7.6781750204463135,1.2999485913435243,0.0,0.0,0.0
2.0,1.4142,0.6,white,1146.7666666666667,19.58857376692398,34403,0.6657184514521228,0.0,34373,8.717394466587146,6.0,1.0721742754506105,2.8647142909770675,1.3094048402087863,1.1755177592979245e-243,8.932952714182412e-136,0.34614162557996647,0.0008318806828731079,31844,8.335008164803417,1.1538109460084527,5.984319840719287e-158,0.0,6.982973169042383e-254
2.0,1.4142,0.8,white,1057.3,21.240134965045144,31719,0.6640808688548898,0.0,31689,9.455804853419167,5.0,1.179361789300363,2.9543146263692255,1.144873534351209,0.0,0.0,0.4414073583656483,0.008073371931956848,29162,9.19292229613881,1.0171224456995314,0.0,0.0,0.0
2.0,1.4142,1.0,white,973.1666666666666,28.879154342805045,29195,0.6617723939758879,0.0,29165,10.271318361049202,5.0,1.2723305614356788,2.9740483255062453,1.0154622122988741,0.0,0.0,0.8865535548718191,0.7181202473607953,26684,10.138022785189627,0.9067225037608675,0.0,0.0,0.0
2.0,1.4142,1.2,white,904.3666666666667,28.70480021800458,27131,0.6605315304413382,0.0,27101,11.051843105420463,5.0,1.3411952432913667,2.9197200371454,0.9225481004330899,0.0,0.0,0.9425139076180831,0.8925012815797059,24651,11.055697537625248,0.8270828864840557,0.0,0.0,0.0
2.0,1.4142,1.4,white,857.0,25.89465839383353,25710,0.6645309526906582,0.0,25680,11.65845015576324,5.0,1.387370868270192,2.871243616394225,0.8551798659272586,0.0,0.0,0.809399267694041,0.4910283255442352,23151,11.827696427800095,0.7715872970436372,0.0,0.0,0.0
2.0,1.4142,1.6,white,845.4666666666667,26.349868226531143,25364,0.6638294875524419,0.0,25334,11.815465382489934,4.0,1.4181240893823253,2.829873400756173,0.8163283199618971,0.0,0.0,0.8495396679518623,0.6060852035471767,22681,12.085225519157003,0.7345170434543409,0.0,0.0,0.0
2.0,1.4142,1.8,white,866.1666666666666,26.821736624528164,25985,0.6712524640926486,0.0,25955,11.536736659603159,4.0,1.4287285197908068,2.7990437195045113,0.7992569047178683,0.0,0.0,0.8592025903538513,0.6348924370264074,22914,11.939382037182508,0.7224815163934176,0.0,0.0,0.0
2.0,1.4142,2.0,white,911.7,23.958505796480715,27351,0.6736733236557797,0.0,27321,10.956077742395959,4.0,1.4499017660908495,2.884994791715705,0.7930778996681639,0.0,0.0,0.6513145204298146,0.1517535942290108,23747,11.458373689308123,0.7179955518963502,0.0,0.0,0.0
2.0,1.4142,2.2,white,990.5666666666667,28.22963375997326,29717,0.6797979035987283,0.0,29687,10.086906726850136,4.0,1.4408840443408035,2.9239376372909263,0.8095589842901095,0.0,0.0,0.8322427775579517,0.5555091704876901,25446,10.60469228955435,0.7299852502858997,0.0,0.0,0.0
2.0,1.4142,2.4,white,1091.0333333333333,25.571446750015706,32731,0.6882718317861514,0.0,32701,9.154154307207731,3.0,1.410361157130707,2.7923596133573305,0.836406123950146,0.0,0.0,0.6200059207816275,0.11064919059177647,27522,9.691374173388562,0.7541980124984831,0.0,0.0,0.0
2.0,1.4142,2.6,white,1225.4,31.491374480429823,36762,0.6918265213892113,0.0,36732,8.150931068278341,3.0,1.4036418229116139,2.9758543410191707,0.8717921094410526,0.0,0.0,0.8371988316271112,0.5698598217398705,30263,8.681657469517232,0.7840000180379794,0.0,0.0,0.0
2.0,1.4142,2.8,white,1388.3333333333333,31.860459646541337,41650,0.7011896319997609,0.0,41620,7.196828447861605,3.0,1.3719653856427927,2.9341142266058706,0.9193769140223618,0.0,0.0,0.756368754398311,0.3542331317301823,33458,7.7104728316097795,0.8259268560234733,0.0,0.0,0.0
2.0,1.4142,3.0,white,1594.2333333333333,40.54765372031065,47827,0.7044586142436232,0.0,47797,6.269347448584639,3.0,1.3296511027308777,2.935470994923002,0.9866042250761562,0.0,0.0,1.0668486924497271,0.7366480725944842,37497,6.718457476598128,0.8802465542031416,0.0,0.0,0.0
